2020%20Super%20Baseball%20%28U%29.zip|2020 Super Baseball (U)|1.1M
Extras/Demon%27s%20Crest%20%28USA%2C%20Europe%29%20%28Switch%20Online%29.zip|Demon's Crest (USA, Europe) (Switch Online)|2.4M
Extras/Donkey%20Kong%20Country%20%28USA%2C%20Europe%29%20%28Rev%202%29%20%28Virtual%20Console%2C%20Classic%20Mini%2C%20Switch%20Online%29.zip|Donkey Kong Country (USA, Europe) (Rev 2) (Virtual Console, Classic Mini, Switch Online)|2.8M
Extras/Donkey%20Kong%20Country%202%20-%20Diddy%27s%20Kong%20Quest%20%28USA%29%20%28En%2CFr%29%20%28Rev%201%29%20%28Virtual%20Console%29.zip|Donkey Kong Country 2 - Diddy's Kong Quest (USA) (En,Fr) (Rev 1) (Virtual Console)|541.2K
Extras/Earth%20Defense%20Force%20%28USA%2C%20Europe%29%20%28Switch%20Online%29.zip|Earth Defense Force (USA, Europe) (Switch Online)|282.6K
Extras/F-Zero%20%28USA%2C%20Europe%29%20%28Virtual%20Console%2C%20Classic%20Mini%2C%20Switch%20Online%29.zip|F-Zero (USA, Europe) (Virtual Console, Classic Mini, Switch Online)|658.0K
Extras/Final%20Fantasy%20II%20%28USA%2C%20Europe%29%20%28Rev%201%29%20%28Virtual%20Console%29.zip|Final Fantasy II (USA, Europe) (Rev 1) (Virtual Console)|628.0K
Extras/Final%20Fight%20%28USA%29%20%28Virtual%20Console%29.zip|Final Fight (USA) (Virtual Console)|780.3K
Extras/Final%20Fight%202%20%28USA%29%20%28Virtual%20Console%29.zip|Final Fight 2 (USA) (Virtual Console)|1.7M
Extras/Final%20Fight%203%20%28USA%29%20%28Virtual%20Console%29.zip|Final Fight 3 (USA) (Virtual Console)|596.6K
Extras/Kirby%27s%20Dream%20Course%20%28USA%2C%20Europe%29%20%28Virtual%20Console%2C%20Switch%20Online%29.zip|Kirby's Dream Course (USA, Europe) (Virtual Console, Switch Online)|686.4K
Extras/Legend%20of%20Zelda%2C%20The%20-%20A%20Link%20to%20the%20Past%20%28USA%2C%20Europe%29%20%28Switch%20Online%29.zip|Legend of Zelda, The - A Link to the Past (USA, Europe) (Switch Online)|832.7K
Extras/Legend%20of%20the%20Mystical%20Ninja%2C%20The%20%28USA%29%20%28Virtual%20Console%29.zip|Legend of the Mystical Ninja, The (USA) (Virtual Console)|1.2M
Extras/Ogre%20Battle%20-%20The%20March%20of%20the%20Black%20Queen%20%28USA%2C%20Europe%29%20%28Virtual%20Console%29.zip|Ogre Battle - The March of the Black Queen (USA, Europe) (Virtual Console)|776.1K
Extras/Pop%27n%20TwinBee%20%28USA%2C%20Europe%29%20%28Switch%20Online%29.zip|Pop'n TwinBee (USA, Europe) (Switch Online)|946.8K
Extras/R-Type%20III%20%28USA%29%20%28Virtual%20Console%29.zip|R-Type III (USA) (Virtual Console)|1.3M
Extras/Secret%20of%20Mana%20%28USA%29%20%28Virtual%20Console%29.zip|Secret of Mana (USA) (Virtual Console)|1.3M
Extras/Street%20Fighter%20II%20%28USA%29%20%28Virtual%20Console%29.zip|Street Fighter II (USA) (Virtual Console)|1.6M
Extras/Street%20Fighter%20II%20Turbo%20%28USA%29%20%28Rev%201%29%20%28Virtual%20Console%29.zip|Street Fighter II Turbo (USA) (Rev 1) (Virtual Console)|825.5K
Extras/Super%20Castlevania%20IV%20%28USA%29%20%28Castlevania%20Anniversary%20Collection%29.zip|Super Castlevania IV (USA) (Castlevania Anniversary Collection)|825.5K
Extras/Super%20Castlevania%20IV%20%28USA%29%20%28Virtual%20Console%29.zip|Super Castlevania IV (USA) (Virtual Console)|652.4K
Extras/Super%20Ghouls%20%27N%20Ghosts%20%28USA%2C%20Europe%29%20%28Virtual%20Console%2C%20Classic%20Mini%2C%20Switch%20Online%29.zip|Super Ghouls 'N Ghosts (USA, Europe) (Virtual Console, Classic Mini, Switch Online)|948.6K
Extras/Super%20Mario%20All-Stars%20%28USA%29%20%28Wii%29.zip|Super Mario All-Stars (USA) (Wii)|2.6M
Extras/Super%20Mario%20RPG%20-%20Legend%20of%20the%20Seven%20Stars%20%28USA%2C%20Europe%29%20%28Virtual%20Console%29.zip|Super Mario RPG - Legend of the Seven Stars (USA, Europe) (Virtual Console)|337.7K
Extras/Super%20Mario%20World%20%28USA%2C%20Europe%29%20%28Virtual%20Console%2C%20Classic%20Mini%2C%20Switch%20Online%29.zip|Super Mario World (USA, Europe) (Virtual Console, Classic Mini, Switch Online)|1.5M
Extras/Super%20Metroid%20%28USA%2C%20Europe%29%20%28En%2CJa%29%20%28Virtual%20Console%2C%20Classic%20Mini%2C%20Switch%20Online%29.zip|Super Metroid (USA, Europe) (En,Ja) (Virtual Console, Classic Mini, Switch Online)|1.2M
Extras/Super%20Puyo%20Puyo%202%20%28USA%2C%20Europe%29%20%28Ja%29%20%28Switch%20Online%29.zip|Super Puyo Puyo 2 (USA, Europe) (Ja) (Switch Online)|2.7M
Extras/Super%20Street%20Fighter%20II%20%28USA%29%20%28Rev%201%29%20%28Virtual%20Console%29.zip|Super Street Fighter II (USA) (Rev 1) (Virtual Console)|389.8K
Extras/Super%20Turrican%20%28USA%29%20%28Virtual%20Console%29.zip|Super Turrican (USA) (Virtual Console)|588.9K
Extras/Zombies%20Ate%20My%20Neighbors%20%28USA%29%20%28Virtual%20Console%29.zip|Zombies Ate My Neighbors (USA) (Virtual Console)|284.0K
F-ZERO%20%28U%29%20%5B%21%5D.zip|F-ZERO (U) [!]|282.6K
F-Zero%20%28USA%2C%20Europe%29%20%28Virtual%20Console%2C%20Classic%20Mini%2C%20Switch%20Online%29.zip|F-Zero (USA, Europe) (Virtual Console, Classic Mini, Switch Online)|572.5K
F1%20Pole%20Position%20%28U%29.zip|F1 Pole Position (U)|511.7K
F1%20ROC%20-%20Race%20of%20Champions%20%28U%29.zip|F1 ROC - Race of Champions (U)|700.0K
F1%20ROC%20II%20-%20Race%20of%20Champions%20%28U%29.zip|F1 ROC II - Race of Champions (U)|2.1M
FEDA%20-%20The%20Emblem%20of%20Justice.zip|FEDA - The Emblem of Justice|1.1M
FIFA%2097%20-%20Gold%20Edition%20%28U%29%20%5B%21%5D.zip|FIFA 97 - Gold Edition (U) [!]|633.3K
FIFA%20International%20Soccer%20%28U%29%20%5B%21%5D.zip|FIFA International Soccer (U) [!]|895.4K
FIFA%20Soccer%2096%20%28U%29%20%5B%21%5D.zip|FIFA Soccer 96 (U) [!]|192.1K
Faceball%202000%20%28U%29%20%5B%21%5D.zip|Faceball 2000 (U) [!]|2.3M
Famicom%20Tantei%20Club%20Part%20II.zip|Famicom Tantei Club Part II|326.2K
Family%20Dog%20%28U%29%20%5B%21%5D.zip|Family Dog (U) [!]|324.1K
Family%20Feud%20%28U%29.zip|Family Feud (U)|1.1M
Fatal%20Fury%20%28U%29.zip|Fatal Fury (U)|1.9M
Fatal%20Fury%202%20%28U%29.zip|Fatal Fury 2 (U)|2.9M
Fatal%20Fury%20Special%20%28U%29.zip|Fatal Fury Special (U)|2.0M
Feda%20-%20the%20Emblem%20of%20Justice%20%28ENG%29%20%23%20SNES.zip|Feda - the Emblem of Justice (ENG) # SNES|1.8M
Fighter%27s%20History%20%28U%29.zip|Fighter's History (U)|350.8K
Final%20Fantasy%20-%20Mystic%20Quest%20%28U%29%20%28V1.1%29.zip|Final Fantasy - Mystic Quest (U) (V1.1)|730.6K
Final%20Fantasy%204%20-%2010th%20Anniversary%20Edition%20%28ENG%29%20%23%20SNES.zip|Final Fantasy 4 - 10th Anniversary Edition (ENG) # SNES|2.2M
Final%20Fantasy%206%20%28ENG%29%20%23%20SNES.zip|Final Fantasy 6 (ENG) # SNES|660.7K
Final%20Fantasy%20II%20%28U%29%20%28V1.1%29.zip|Final Fantasy II (U) (V1.1)|2.1M
Final%20Fantasy%20III%20%28U%29%20%28V1.1%29%20%5B%21%5D.zip|Final Fantasy III (U) (V1.1) [!]|1.4M
Final%20Fantasy%20V.zip|Final Fantasy V|629.2K
Final%20Fight%20%28U%29.zip|Final Fight (U)|782.8K
Final%20Fight%202%20%28U%29.zip|Final Fight 2 (U)|1.7M
Final%20Fight%203%20%28U%29.zip|Final Fight 3 (U)|638.4K
Final%20Fight%20Guy%20%28U%29.zip|Final Fight Guy (U)|1.7M
Fire%20Emblem%20-%20Monshou%20no%20Nazo.zip|Fire Emblem - Monshou no Nazo|2.8M
Fire%20Emblem%20-%20Seisen%20no%20Keifu.zip|Fire Emblem - Seisen no Keifu|2.5M
Fire%20Emblem%20-%20Thracia%20776.zip|Fire Emblem - Thracia 776|414.3K
Fire%20Striker%20%28U%29.zip|Fire Striker (U)|475.4K
Firepower%202000%20%28U%29.zip|Firepower 2000 (U)|355.4K
First%20Samurai%20%28U%29%20%5B%21%5D.zip|First Samurai (U) [!]|1.1M
Flashback%20-%20The%20Quest%20for%20Identity%20%28U%29%20%5B%21%5D.zip|Flashback - The Quest for Identity (U) [!]|1.2M
Flintstones%2C%20The%20%28U%29.zip|Flintstones, The (U)|830.5K
Flintstones%2C%20The%20-%20The%20Treasure%20of%20Sierra%20Madrock%20%28U%29.zip|Flintstones, The - The Treasure of Sierra Madrock (U)|540.7K
Flying%20Hero%20-%20Bugyuru%20no%20Daibouken.zip|Flying Hero - Bugyuru no Daibouken|635.8K
Football%20Fury%20%28U%29.zip|Football Fury (U)|1.7M
Foreman%20For%20Real%20%28U%29%20%5B%21%5D.zip|Foreman For Real (U) [!]|1.9M
Frank%20Thomas%27%20Big%20Hurt%20Baseball%20%28U%29%20%5B%21%5D.zip|Frank Thomas' Big Hurt Baseball (U) [!]|1.2M
Frantic%20Flea%20%28U%29%20%5B%21%5D.zip|Frantic Flea (U) [!]|114.7K
Frogger%20%28U%29%20%5B%21%5D.zip|Frogger (U) [!]|2.2M
Front%20Mission%20-%20Gun%20Hazard%20%28ENG%29%20%23%20SNES.zip|Front Mission - Gun Hazard (ENG) # SNES|2.4M
Front%20Mission%20-%20Gun%20Hazard.zip|Front Mission - Gun Hazard|2.1M
Front%20Mission.zip|Front Mission|688.8K
Full%20Throttle%20Racing%20%28U%29.zip|Full Throttle Racing (U)|674.6K
Fun%20%27N%20Games%20%28U%29.zip|Fun 'N Games (U)|1.1M
Funaki%20Masakatsu%20Hybrid%20Wrestler%20-%20Tougi%20Denshou.zip|Funaki Masakatsu Hybrid Wrestler - Tougi Denshou|2.4M
Fushigi%20no%20Dungeon%202%20-%20Fuurai%20no%20Shiren.zip|Fushigi no Dungeon 2 - Fuurai no Shiren|607.2K
GP-1%20%28U%29.zip|GP-1 (U)|994.5K
GP-1%20Part%20II%20%28U%29.zip|GP-1 Part II (U)|729.9K
Gamars%20Puzzle%20%28Unl%29.zip|Gamars Puzzle (Unl)|1.1M
Gekitou%20Burning%20Pro%20Wrestling.zip|Gekitou Burning Pro Wrestling|587.5K
Gemfire%20%28U%29.zip|Gemfire (U)|658.7K
Genghis%20Khan%20II%20-%20Clan%20of%20the%20Gray%20Wolf%20%28U%29.zip|Genghis Khan II - Clan of the Gray Wolf (U)|754.9K
George%20Foreman%27s%20KO%20Boxing%20%28U%29%20%28V1.1%29.zip|George Foreman's KO Boxing (U) (V1.1)|665.4K
Ghoul%20Patrol%20%28U%29.zip|Ghoul Patrol (U)|721.0K
Go%20Go%20Ackman.zip|Go Go Ackman|580.1K
Gods%20%28U%29%20%5B%21%5D.zip|Gods (U) [!]|338.6K
Goof%20Troop%20%28U%29%20%5B%21%5D.zip|Goof Troop (U) [!]|1.1M
Gourmet%20Squad.zip|Gourmet Squad|424.3K
Gradius%20III%20%28U%29%20%5B%21%5D.zip|Gradius III (U) [!]|945.4K
Great%20Circus%20Mystery%20Starring%20Mickey%20%26%20Minnie%2C%20The%20%28U%29.zip|Great Circus Mystery Starring Mickey & Minnie, The (U)|270.9K
Great%20Waldo%20Search%2C%20The%20%28U%29.zip|Great Waldo Search, The (U)|322.9K
Gunforce%20-%20Battle%20Fire%20Engulfed%20Terror%20Island%20%28U%29.zip|Gunforce - Battle Fire Engulfed Terror Island (U)|1.2M
Gunple%20-%20Gunman%27s%20Proof.zip|Gunple - Gunman's Proof|717.6K
HAL%27s%20Hole%20in%20One%20Golf%20%28U%29%20%5B%21%5D.zip|HAL's Hole in One Golf (U) [!]|1.2M
Hagane%20%28U%29.zip|Hagane (U)|788.5K
Hameln%20no%20Violin%20Hiki.zip|Hameln no Violin Hiki|1.1M
Hammerlock%20Wrestling%20%28U%29.zip|Hammerlock Wrestling (U)|947.3K
Hardball%20III%20%28U%29%20%5B%21%5D.zip|Hardball III (U) [!]|335.1K
Harley%27s%20Humongous%20Adventure%20%28U%29.zip|Harley's Humongous Adventure (U)|908.0K
Harvest%20Moon%20%28U%29.zip|Harvest Moon (U)|806.5K
Head-On%20Soccer%20%28U%29.zip|Head-On Soccer (U)|793.0K
Heracles%20no%20Eikou%20III%20-%20Kamigami%20no%20Chinmoku.zip|Heracles no Eikou III - Kamigami no Chinmoku|357.9K
Hind%20Strike.zip|Hind Strike|1,008.9K
Hiouden%20-%20Mamono-tachi%20to%20no%20Chikai.zip|Hiouden - Mamono-tachi to no Chikai|261.2K
Hit%20the%20Ice%20%28U%29%20%5B%21%5D.zip|Hit the Ice (U) [!]|1.6M
Holy%20Umbrella%20-%20Dondera%20no%20Mubo%21%21.zip|Holy Umbrella - Dondera no Mubo!!|267.3K
Home%20Alone%20%28U%29.zip|Home Alone (U)|323.1K
Home%20Alone%202%20-%20Lost%20in%20New%20York%20%28U%29.zip|Home Alone 2 - Lost in New York (U)|795.4K
Home%20Improvement%20%28U%29%20%5B%21%5D.zip|Home Improvement (U) [!]|481.4K
Hook%20%28U%29%20%2829252%29.zip|Hook (U) (29252)|1.5M
Horai%20Gakuen%20no%20Bouken%21.zip|Horai Gakuen no Bouken!|361.2K
Hunt%20for%20Red%20October%2C%20The%20%28U%29%20%5B%21%5D.zip|Hunt for Red October, The (U) [!]|668.2K
Hurricanes%2C%20The%20%28U%29.zip|Hurricanes, The (U)|584.4K
Hyper%20V-Ball%20%28U%29.zip|Hyper V-Ball (U)|333.4K
HyperZone%20%28U%29%20%5B%21%5D.zip|HyperZone (U) [!]|619.5K
Ignition%20Factor%2C%20The%20%28U%29.zip|Ignition Factor, The (U)|1.6M
Illusion%20of%20Gaia%20%28U%29%20%5B%21%5D.zip|Illusion of Gaia (U) [!]|535.9K
Imperium%20%28U%29.zip|Imperium (U)|397.5K
Incantation%20%28U%29.zip|Incantation (U)|739.3K
Incredible%20Crash%20Dummies%2C%20The%20%28U%29%20%5B%21%5D.zip|Incredible Crash Dummies, The (U) [!]|978.0K
Incredible%20Hulk%2C%20The%20%28U%29.zip|Incredible Hulk, The (U)|1.6M
Indiana%20Jones%27%20Greatest%20Adventures%20%28U%29%20%5B%21%5D.zip|Indiana Jones' Greatest Adventures (U) [!]|559.9K
Inindo%20-%20Way%20of%20the%20Ninja%20%28U%29.zip|Inindo - Way of the Ninja (U)|476.8K
Inspector%20Gadget%20%28U%29.zip|Inspector Gadget (U)|683.9K
International%20Superstar%20Soccer%20%28U%29%20%5B%21%5D.zip|International Superstar Soccer (U) [!]|1.4M
International%20Superstar%20Soccer%20Deluxe%20%28U%29.zip|International Superstar Soccer Deluxe (U)|721.0K
International%20Tennis%20Tour%20%28U%29.zip|International Tennis Tour (U)|464.9K
Irem%20Skins%20Game%2C%20The%20%28U%29.zip|Irem Skins Game, The (U)|958.4K
Iron%20Commando.zip|Iron Commando|588.3K
Itchy%20%26%20Scratchy%20Game%2C%20The%20%28U%29.zip|Itchy & Scratchy Game, The (U)|1.0M
Izzy%27s%20Quest%20for%20the%20Olympic%20Rings%20%28U%29%20%5B%21%5D.zip|Izzy's Quest for the Olympic Rings (U) [!]|742.1K
JRR%20Tolkien%27s%20The%20Lord%20of%20the%20Rings%20-%20Volume%201%20%28U%29%20%5B%21%5D.zip|JRR Tolkien's The Lord of the Rings - Volume 1 (U) [!]|332.9K
Jack%20Nicklaus%20Golf%20%28U%29.zip|Jack Nicklaus Golf (U)|353.5K
James%20Bond%20Jr%20%28U%29.zip|James Bond Jr (U)|1.3M
Jammit%20%28U%29.zip|Jammit (U)|344.7K
Jeopardy%21%20%28U%29.zip|Jeopardy! (U)|246.3K
Jeopardy%21%20Deluxe%20Edition%20%28U%29.zip|Jeopardy! Deluxe Edition (U)|231.6K
Jeopardy%21%20Sports%20Edition%20%28U%29.zip|Jeopardy! Sports Edition (U)|349.4K
Jerry%20Boy.zip|Jerry Boy|384.9K
Jet%20Pilot%20Rising.zip|Jet Pilot Rising|609.5K
Jetsons%2C%20The%20-%20Invasion%20of%20the%20Planet%20Pirates%20%28U%29.zip|Jetsons, The - Invasion of the Planet Pirates (U)|1.3M
Jim%20Lee%27s%20WildC.A.T.S%20%28U%29.zip|Jim Lee's WildC.A.T.S (U)|676.1K
Jim%20Power%20-%20The%20Lost%20Dimension%20in%203D%20%28U%29%20%5B%21%5D.zip|Jim Power - The Lost Dimension in 3D (U) [!]|325.5K
Jimmy%20Connors%20Pro%20Tennis%20Tour%20%28U%29%20%5B%21%5D.zip|Jimmy Connors Pro Tennis Tour (U) [!]|696.2K
Jimmy%20Houston%27s%20Bass%20Tournament%20U.S.A.%20%28U%29%20%5B%21%5D.zip|Jimmy Houston's Bass Tournament U.S.A. (U) [!]|648.6K
JoJo%20no%20Kimyou%20na%20Bouken.zip|JoJo no Kimyou na Bouken|613.6K
Joe%20%26%20Mac%20%28U%29%20%5B%21%5D.zip|Joe & Mac (U) [!]|721.7K
Joe%20%26%20Mac%202%20-%20Lost%20in%20the%20Tropics%20%28U%29.zip|Joe & Mac 2 - Lost in the Tropics (U)|474.3K
John%20Madden%20Football%20%2793%20%28U%29%20%28V1.1%29%20%5B%21%5D.zip|John Madden Football '93 (U) (V1.1) [!]|243.4K
John%20Madden%20Football%20%28U%29.zip|John Madden Football (U)|1.4M
Judge%20Dredd%20%28U%29%20%5B%21%5D.zip|Judge Dredd (U) [!]|1.2M
Jungle%20Book%2C%20The%20%28U%29.zip|Jungle Book, The (U)|1.2M
Jungle%20Strike%20%28U%29%20%5B%21%5D.zip|Jungle Strike (U) [!]|1.0M
Jurassic%20Park%20%28U%29%20%28V1.1%29.zip|Jurassic Park (U) (V1.1)|1.3M
Jurassic%20Park%20Part%202%20-%20The%20Chaos%20Continues%20%28U%29%20%5B%21%5D.zip|Jurassic Park Part 2 - The Chaos Continues (U) [!]|1.5M
Justice%20League%20Task%20Force%20%28U%29.zip|Justice League Task Force (U)|798.2K
Jyutei%20Senki.zip|Jyutei Senki|191.2K
Kablooey%20%28U%29%20%5B%21%5D.zip|Kablooey (U) [!]|226.0K
Kaite%20Tsukutte%20Asoberu%20-%20Dezaemon.zip|Kaite Tsukutte Asoberu - Dezaemon|816.4K
Kawasaki%20Caribbean%20Challenge%20%28U%29%20%5B%21%5D.zip|Kawasaki Caribbean Challenge (U) [!]|384.8K
Kawasaki%20Superbike%20Challenge%20%28U%29.zip|Kawasaki Superbike Challenge (U)|937.9K
Ken%20Griffey%20Jr.%20Presents%20Major%20League%20Baseball%20%28U%29.zip|Ken Griffey Jr. Presents Major League Baseball (U)|2.6M
Ken%20Griffey%20Jr.%27s%20Winning%20Run%20%28U%29%20%5B%21%5D.zip|Ken Griffey Jr.'s Winning Run (U) [!]|457.1K
Kendo%20Rage%20%28U%29%20%5B%21%5D.zip|Kendo Rage (U) [!]|706.5K
Kid%20Klown%20in%20Crazy%20Chase%20%28U%29%20%5B%21%5D.zip|Kid Klown in Crazy Chase (U) [!]|1.1M
Kidou%20Butoden%20G-Gundam.zip|Kidou Butoden G-Gundam|663.7K
Kidou%20Senshi%20Gundam%20-%20Cross%20Dimension%200079.zip|Kidou Senshi Gundam - Cross Dimension 0079|770.8K
Kidou%20Senshi%20V-Gundam.zip|Kidou Senshi V-Gundam|3.1M
Killer%20Instinct%20%28U%29%20%28V1.1%29%20%5B%21%5D.zip|Killer Instinct (U) (V1.1) [!]|1.9M
King%20Arthur%20%26%20The%20Knights%20of%20Justice%20%28U%29%20%5B%21%5D.zip|King Arthur & The Knights of Justice (U) [!]|356.0K
King%20Arthur%27s%20World%20%28U%29%20%5B%21%5D.zip|King Arthur's World (U) [!]|1.2M
King%20of%20Dragons%2C%20The%20%28U%29%20%5B%21%5D.zip|King of Dragons, The (U) [!]|1.5M
King%20of%20Fighters%202000.zip|King of Fighters 2000|595.7K
King%20of%20the%20Monsters%20%28U%29.zip|King of the Monsters (U)|1.3M
King%20of%20the%20Monsters%202%20%28U%29%20%5B%21%5D.zip|King of the Monsters 2 (U) [!]|2.7M
Kirby%20Super%20Star%20%28U%29%20%5B%21%5D.zip|Kirby Super Star (U) [!]|526.5K
Kirby%27s%20Avalanche%20%28U%29%20%5B%21%5D.zip|Kirby's Avalanche (U) [!]|597.1K
Kirby%27s%20Dream%20Course%20%28U%29%20%5B%21%5D.zip|Kirby's Dream Course (U) [!]|2.1M
Kirby%27s%20Dream%20Land%203%20%28U%29.zip|Kirby's Dream Land 3 (U)|1.0M
Knights%20of%20the%20Round%20%28U%29.zip|Knights of the Round (U)|762.2K
Koryuu%20no%20Mimi.zip|Koryuu no Mimi|555.0K
Kouryu%20Densetsu%20Villgust%20-%20Kieta%20Shoujo.zip|Kouryu Densetsu Villgust - Kieta Shoujo|319.6K
Krusty%27s%20Super%20Fun%20House%20%28U%29%20%28V1.1%29.zip|Krusty's Super Fun House (U) (V1.1)|700.2K
Kunio-kun%20no%20Dodge%20Ball%20-%20Zenin%20Shuugou%21.zip|Kunio-kun no Dodge Ball - Zenin Shuugou!|807.0K
Kuusou%20Kagaku%20Sekai%20Gulliver%20Boy.zip|Kuusou Kagaku Sekai Gulliver Boy|1.8M
Kyle%20Petty%27s%20No%20Fear%20Racing%20%28U%29.zip|Kyle Petty's No Fear Racing (U)|616.0K
Lagoon%20%28U%29%20%5B%21%5D.zip|Lagoon (U) [!]|365.3K
Lamborghini%20-%20American%20Challenge%20%28U%29.zip|Lamborghini - American Challenge (U)|445.1K
Last%20Action%20Hero%20%28U%29.zip|Last Action Hero (U)|562.8K
Lawnmower%20Man%2C%20The%20%28U%29%20%5B%21%5D.zip|Lawnmower Man, The (U) [!]|810.1K
Legend%20%282016%20Reprint%29.zip|Legend (2016 Reprint)|815.7K
Legend%20%28U%29%20%2816725%29.zip|Legend (U) (16725)|834.3K
Legend%20of%20The%20Mystical%20Ninja%2C%20The%20%28U%29%20%5B%21%5D.zip|Legend of The Mystical Ninja, The (U) [!]|689.5K
Legend%20of%20Zelda%2C%20The%20-%20A%20Link%20to%20the%20Past%20%28U%29%20%5B%21%5D.zip|Legend of Zelda, The - A Link to the Past (U) [!]|549.6K
Lemmings%20%28U%29%20%28V1.1%29%20%5B%21%5D.zip|Lemmings (U) (V1.1) [!]|1.0M
Lemmings%202%20-%20The%20Tribes%20%28U%29.zip|Lemmings 2 - The Tribes (U)|2.2M
Lennus%20II%20-%20Fuuin%20no%20Shito.zip|Lennus II - Fuuin no Shito|651.4K
Lester%20the%20Unlikely%20%28U%29.zip|Lester the Unlikely (U)|1.6M
Lethal%20Enforcers%20%28U%29.zip|Lethal Enforcers (U)|663.3K
Lethal%20Weapon%20%28U%29%20%5B%21%5D.zip|Lethal Weapon (U) [!]|719.7K
Liberty%20or%20Death%20%28U%29%20%5B%21%5D.zip|Liberty or Death (U) [!]|2.1M
Lion%20King%2C%20The%20%28U%29.zip|Lion King, The (U)|186.9K
Little%20Magic.zip|Little Magic|1.6M
Live%20A%20Live.zip|Live A Live|307.1K
Lock%20On%20%28U%29.zip|Lock On (U)|2.2M
Lodoss-tou%20Senki.zip|Lodoss-tou Senki|1.5M
Looney%20Tunes%20B-Ball%20%28U%29.zip|Looney Tunes B-Ball (U)|717.7K
Lost%20Vikings%20II%2C%20The%20%28U%29%20%5B%21%5D.zip|Lost Vikings II, The (U) [!]|752.7K
Lost%20Vikings%2C%20The%20%28U%29%20%5B%21%5D.zip|Lost Vikings, The (U) [!]|800.7K
Lufia%20%26%20The%20Fortress%20of%20Doom%20%28U%29%20%5B%21%5D.zip|Lufia & The Fortress of Doom (U) [!]|1.8M
Lufia%20II%20-%20Rise%20of%20the%20Sinistrals%20%28U%29.zip|Lufia II - Rise of the Sinistrals (U)|370.1K
M.A.C.S.%20Basic%20Rifle%20Marksmanship.zip|M.A.C.S. Basic Rifle Marksmanship|377.0K
M.A.C.S.%20Basic%20Rifle%20Simulator%20%28U%29%20%5B%21%5D.zip|M.A.C.S. Basic Rifle Simulator (U) [!]|679.1K
MLBPA%20Baseball%20%28U%29%20%5B%21%5D.zip|MLBPA Baseball (U) [!]|768.5K
Madden%20NFL%20%2794%20%28U%29%20%5B%21%5D.zip|Madden NFL '94 (U) [!]|721.8K
Madden%20NFL%20%2795%20%28U%29%20%5B%21%5D.zip|Madden NFL '95 (U) [!]|1.0M
Madden%20NFL%20%2796%20%28U%29%20%5B%21%5D.zip|Madden NFL '96 (U) [!]|1.1M
Madden%20NFL%20%2797%20%28U%29%20%5B%21%5D.zip|Madden NFL '97 (U) [!]|1.2M
Madden%20NFL%20%2798%20%28U%29.zip|Madden NFL '98 (U)|1.2M
Madou%20Monogatari%20-%20Hanamaru%20Daiyouchi%20Enji.zip|Madou Monogatari - Hanamaru Daiyouchi Enji|306.7K
Magic%20Boy%20%28U%29%20%5B%21%5D.zip|Magic Boy (U) [!]|667.1K
Magic%20Johnson%27s%20Super%20Slam%20Dunk%20%28U%29.zip|Magic Johnson's Super Slam Dunk (U)|530.7K
Magic%20Sword%20%28U%29.zip|Magic Sword (U)|611.7K
Magical%20Drop.zip|Magical Drop|1.5M
Magical%20Pop%27n.zip|Magical Pop'n|666.2K
Magical%20Quest%20Starring%20Mickey%20Mouse%2C%20The%20%28U%29%20%5B%21%5D.zip|Magical Quest Starring Mickey Mouse, The (U) [!]|868.9K
